20190102 084900;1.1237;1.1237;1.1236;1.1236;176
20190102 085000;1.1236;1.1237;1.1236;1.1237;352
20190102 085100;1.1237;1.1238;1.1236;1.1237;347
20190102 085200;1.1236;1.1237;1.1235;1.1235;170
20190102 085300;1.1235;1.1235;1.1234;1.1234;180
20190102 085400;1.1234;1.1236;1.1234;1.1236;149
20190102 085500;1.1236;1.1237;1.1235;1.1237;179
20190102 085600;1.1237;1.1237;1.1237;1.1237;122
20190102 085700;1.1236;1.1237;1.1236;1.1236;173
20190102 085800;1.1235;1.1236;1.1235;1.1235;196
20190102 085900;1.1235;1.1236;1.1235;1.1236;127
20190102 090000;1.1236;1.1238;1.1235;1.1235;289
20190102 090100;1.1235;1.1236;1.1234;1.1234;242
20190102 090200;1.1234;1.1234;1.1232;1.1233;247
20190102 090300;1.1233;1.1233;1.1232;1.1232;248
20190102 090400;1.1232;1.1235;1.1232;1.1235;325
20190102 090500;1.1235;1.1235;1.1234;1.1235;238
20190102 090600;1.1235;1.1236;1.1234;1.1234;282
20190102 090700;1.1235;1.1235;1.1232;1.1232;346
20190102 090800;1.1232;1.1233;1.1231;1.1232;306
20190102 090900;1.1232;1.1232;1.1231;1.1231;269
20190102 091000;1.1231;1.1231;1.1229;1.1229;213
20190102 091100;1.123;1.123;1.1227;1.1228;210
20190102 091200;1.1228;1.1229;1.1227;1.1227;168
20190102 091300;1.1227;1.1229;1.1226;1.1229;457
20190102 091400;1.1229;1.1232;1.1229;1.1231;290
20190102 091500;1.1231;1.1232;1.123;1.1231;378
20190102 091600;1.1231;1.1231;1.1229;1.1229;267
20190102 091700;1.1229;1.1229;1.1228;1.1229;269
20190102 091800;1.1229;1.123;1.1229;1.123;197
20190102 091900;1.123;1.1231;1.123;1.123;187
20190102 092000;1.123;1.1232;1.123;1.1232;127
20190102 092100;1.1232;1.1232;1.1232;1.1232;123
20190102 092200;1.1231;1.1231;1.1231;1.1231;162
20190102 092300;1.1231;1.1233;1.1231;1.1231;218
20190102 092400;1.1231;1.1233;1.1231;1.1233;155
20190102 092500;1.1233;1.1234;1.1232;1.1234;297
20190102 092600;1.1234;1.1236;1.1233;1.1235;249
20190102 092700;1.1236;1.1236;1.1235;1.1236;410
20190102 092800;1.1235;1.1236;1.1233;1.1233;186
20190102 092900;1.1233;1.1233;1.1233;1.1233;78
20190102 093000;1.1233;1.1234;1.1233;1.1233;153
20190102 093100;1.1233;1.1235;1.1232;1.1235;317
20190102 093200;1.1235;1.1235;1.1234;1.1235;89
20190102 093300;1.1235;1.1237;1.1235;1.1237;145
20190102 093400;1.1237;1.1237;1.1235;1.1236;194
20190102 093500;1.1236;1.1238;1.1236;1.1238;215
20190102 093600;1.1238;1.1238;1.1237;1.1237;144
20190102 093700;1.1237;1.1237;1.1236;1.1236;128
20190102 093800;1.1236;1.1239;1.1236;1.1239;167
20190102 093900;1.1239;1.1239;1.1238;1.1239;277
20190102 094000;1.1238;1.1238;1.1234;1.1237;356
20190102 094100;1.1237;1.1238;1.1235;1.1236;217
20190102 094200;1.1235;1.1235;1.1233;1.1234;442
20190102 094300;1.1234;1.1234;1.1232;1.1233;127
20190102 094400;1.1233;1.1235;1.1232;1.1235;273
20190102 094500;1.1235;1.1237;1.1235;1.1236;170
20190102 094600;1.1236;1.1238;1.1236;1.1237;129
20190102 094700;1.1237;1.1239;1.1237;1.1238;106
20190102 094800;1.1238;1.1239;1.1238;1.1239;151
20190102 094900;1.1239;1.1241;1.1239;1.1241;153
20190102 095000;1.1241;1.1243;1.124;1.1242;159
20190102 095100;1.1242;1.1246;1.1242;1.1246;164
20190102 095200;1.1246;1.1246;1.1243;1.1244;184
20190102 095300;1.1244;1.1244;1.1244;1.1244;70
20190102 095400;1.1244;1.1245;1.1244;1.1244;186
20190102 095500;1.1244;1.1244;1.1241;1.1241;229
20190102 095600;1.1241;1.1243;1.1241;1.1242;210
20190102 095700;1.1242;1.1243;1.1242;1.1242;254
20190102 095800;1.1243;1.1244;1.1242;1.1243;170
20190102 095900;1.1243;1.1246;1.1243;1.1246;234
20190102 100000;1.1246;1.1248;1.1246;1.1248;168
20190102 100100;1.1248;1.1248;1.1247;1.1247;181
20190102 100200;1.1247;1.1248;1.1247;1.1247;179
20190102 100300;1.1247;1.1248;1.1247;1.1247;128
20190102 100400;1.1247;1.1248;1.1247;1.1248;128
20190102 100500;1.1247;1.1248;1.1247;1.1248;159
20190102 100600;1.1248;1.1248;1.1247;1.1247;235
20190102 100700;1.1247;1.1248;1.1247;1.1247;152
20190102 100800;1.1247;1.1248;1.1247;1.1247;107
20190102 100900;1.1247;1.1247;1.1246;1.1247;75
20190102 101000;1.1247;1.1247;1.1245;1.1245;153
20190102 101100;1.1245;1.1247;1.1245;1.1247;182
20190102 101200;1.1247;1.1247;1.1245;1.1245;149
20190102 101300;1.1245;1.1245;1.1243;1.1243;106
20190102 101400;1.1243;1.1245;1.1243;1.1244;115
20190102 101500;1.1244;1.1247;1.1244;1.1245;246
20190102 101600;1.1245;1.1245;1.1243;1.1243;127
20190102 101700;1.1243;1.1243;1.1242;1.1243;127
20190102 101800;1.1243;1.1245;1.1243;1.1245;131
20190102 101900;1.1245;1.1245;1.1244;1.1245;159
20190102 102000;1.1245;1.1245;1.1245;1.1245;81
20190102 102100;1.1245;1.1246;1.1244;1.1246;130
20190102 102200;1.1246;1.1248;1.1246;1.1247;88
20190102 102300;1.1247;1.1247;1.1246;1.1246;128
20190102 102400;1.1247;1.1248;1.1246;1.1247;82
20190102 102500;1.1247;1.1248;1.1247;1.1247;128
20190102 102600;1.1247;1.1247;1.1245;1.1245;179
20190102 102700;1.1245;1.1247;1.1245;1.1246;217
20190102 102800;1.1246;1.1248;1.1246;1.1247;168
20190102 102900;1.1247;1.1248;1.1247;1.1248;150
20190102 103000;1.1248;1.1249;1.1247;1.1248;191
20190102 103100;1.1248;1.1249;1.1248;1.1249;157
20190102 103200;1.1249;1.125;1.1248;1.1248;107
20190102 103300;1.1248;1.125;1.1248;1.125;164
20190102 103400;1.125;1.1251;1.125;1.125;118
20190102 103500;1.125;1.1252;1.125;1.1251;130
20190102 103600;1.1251;1.1251;1.1251;1.1251;120
20190102 103700;1.1251;1.1251;1.125;1.1251;106
20190102 103800;1.1251;1.1251;1.1249;1.125;107
20190102 103900;1.125;1.1251;1.1249;1.125;138
20190102 104000;1.125;1.1251;1.125;1.1251;44
20190102 104100;1.1251;1.1251;1.125;1.125;94
20190102 104200;1.1251;1.1251;1.125;1.1251;98
20190102 104300;1.1251;1.1251;1.1251;1.1251;47
20190102 104400;1.1251;1.1251;1.125;1.1251;180
20190102 104500;1.1251;1.1251;1.1251;1.1251;84
20190102 104600;1.1251;1.1251;1.1251;1.1251;92
20190102 104700;1.1251;1.1251;1.125;1.1251;206
20190102 104800;1.1251;1.1251;1.125;1.125;158
20190102 104900;1.125;1.125;1.1249;1.1249;140
20190102 105000;1.1249;1.125;1.1249;1.1249;49
20190102 105100;1.1251;1.1253;1.1251;1.1253;151
20190102 105200;1.1253;1.1253;1.1253;1.1253;117
20190102 105300;1.1253;1.1254;1.1253;1.1254;81
20190102 105400;1.1254;1.1256;1.1253;1.1255;153
20190102 105500;1.1255;1.1256;1.1255;1.1255;101
20190102 105600;1.1255;1.1258;1.1255;1.1257;145
20190102 105700;1.1257;1.1257;1.1255;1.1256;160
20190102 105800;1.1256;1.1257;1.1256;1.1257;178
20190102 105900;1.1257;1.1258;1.1257;1.1257;108
20190102 110000;1.1257;1.1258;1.1257;1.1257;164
20190102 110100;1.1257;1.1257;1.1257;1.1257;67
20190102 110200;1.1257;1.1262;1.1257;1.1262;257
20190102 110300;1.1262;1.1262;1.1261;1.1262;97
20190102 110400;1.1261;1.1261;1.1258;1.1259;172
20190102 110500;1.1259;1.1261;1.1259;1.1261;227
20190102 110600;1.1261;1.1261;1.126;1.126;152
20190102 110700;1.126;1.126;1.1259;1.126;123
20190102 110800;1.126;1.126;1.1258;1.1259;214
20190102 110900;1.1259;1.1259;1.1257;1.1257;213
20190102 111000;1.1257;1.1257;1.1256;1.1257;167
20190102 111100;1.1257;1.1257;1.1256;1.1256;235
20190102 111200;1.1256;1.1257;1.1255;1.1256;130
20190102 111300;1.1256;1.1257;1.1255;1.1256;121
20190102 111400;1.1256;1.1256;1.1255;1.1255;74
20190102 111500;1.1255;1.1256;1.1255;1.1255;203
20190102 111600;1.1255;1.1255;1.1254;1.1254;100
20190102 111700;1.1254;1.1255;1.1254;1.1255;160
20190102 111800;1.1255;1.1256;1.1254;1.1256;186
20190102 111900;1.1256;1.1258;1.1256;1.1257;248
20190102 112000;1.1257;1.1258;1.1257;1.1257;87
20190102 112100;1.1258;1.1259;1.1257;1.1259;288
20190102 112200;1.1259;1.126;1.1259;1.1259;213
20190102 112300;1.1259;1.126;1.1259;1.126;126
20190102 112400;1.126;1.126;1.1259;1.1259;156
20190102 112500;1.1259;1.1259;1.1258;1.1258;132
20190102 112600;1.1259;1.1259;1.1257;1.1258;116
20190102 112700;1.1258;1.1258;1.1257;1.1257;156
20190102 112800;1.1257;1.1258;1.1256;1.1256;127
20190102 112900;1.1256;1.1258;1.1256;1.1257;126
20190102 113000;1.1258;1.1259;1.1257;1.1259;165
20190102 113100;1.1259;1.126;1.1259;1.1259;142
20190102 113200;1.1259;1.126;1.1259;1.126;169
20190102 113300;1.126;1.126;1.126;1.126;48
20190102 113400;1.126;1.1261;1.126;1.126;105
20190102 113500;1.126;1.1261;1.1259;1.126;124
20190102 113600;1.126;1.1262;1.1259;1.1261;200
20190102 113700;1.126;1.126;1.1257;1.1258;223
20190102 113800;1.1258;1.1259;1.1258;1.1258;96
20190102 113900;1.1259;1.1259;1.1258;1.1258;119
20190102 114000;1.1258;1.1258;1.1256;1.1257;155
20190102 114100;1.1257;1.1257;1.1256;1.1257;173
20190102 114200;1.1257;1.1258;1.1257;1.1258;87
20190102 114300;1.1258;1.1259;1.1258;1.1259;122
20190102 114400;1.1259;1.1259;1.1258;1.1258;88
20190102 114500;1.1258;1.1259;1.1258;1.1259;62
20190102 114600;1.1259;1.126;1.1259;1.1259;119
20190102 114700;1.1259;1.1259;1.1259;1.1259;97
20190102 114800;1.1259;1.126;1.1259;1.126;53
20190102 114900;1.1259;1.1261;1.1259;1.1261;120
20190102 115000;1.1261;1.1262;1.1261;1.1261;94
20190102 115100;1.1261;1.1262;1.126;1.1261;156
20190102 115200;1.1261;1.1261;1.1259;1.1259;138
20190102 115300;1.1259;1.1259;1.1259;1.1259;86
20190102 115400;1.1259;1.126;1.1259;1.1259;77
20190102 115500;1.1259;1.1259;1.1259;1.1259;85
20190102 115600;1.1259;1.1259;1.1258;1.1259;102
20190102 115700;1.1259;1.1259;1.1258;1.1258;93
20190102 115800;1.1258;1.1258;1.1256;1.1256;65
20190102 115900;1.1256;1.1256;1.1256;1.1256;34
20190102 120000;1.1256;1.1256;1.1255;1.1256;99
20190102 120100;1.1256;1.1257;1.1256;1.1256;159
20190102 120200;1.1256;1.1258;1.1256;1.1257;101
20190102 120300;1.1257;1.1257;1.1256;1.1256;90
20190102 120400;1.1256;1.1256;1.1254;1.1254;171
20190102 120500;1.1254;1.1254;1.1253;1.1253;129
20190102 120600;1.1253;1.1253;1.1253;1.1253;76
20190102 120700;1.1253;1.1253;1.1253;1.1253;69
20190102 120800;1.1254;1.1255;1.1253;1.1254;138
20190102 120900;1.1254;1.1254;1.1253;1.1253;118
20190102 121000;1.1253;1.1254;1.1252;1.1254;105
20190102 121100;1.1254;1.1256;1.1254;1.1256;87
20190102 121200;1.1256;1.1256;1.1255;1.1255;67
20190102 121300;1.1255;1.1256;1.1255;1.1255;57
20190102 121400;1.1255;1.1256;1.1255;1.1256;82
20190102 121500;1.1256;1.1257;1.1255;1.1256;54
20190102 121600;1.1256;1.1256;1.1254;1.1254;128
20190102 121700;1.1254;1.1254;1.1253;1.1253;119
20190102 121800;1.1253;1.1253;1.1253;1.1253;99
20190102 121900;1.1253;1.1254;1.1253;1.1253;111
20190102 122000;1.1254;1.1254;1.1246;1.1249;344
20190102 122100;1.1248;1.1251;1.1248;1.125;246
20190102 122200;1.125;1.125;1.1248;1.125;139
20190102 122300;1.1251;1.1252;1.1248;1.1248;242
20190102 122400;1.1248;1.1249;1.1247;1.1248;349
20190102 122500;1.1248;1.1248;1.1247;1.1248;159
20190102 122600;1.1248;1.1248;1.1246;1.1247;186
20190102 122700;1.1247;1.125;1.1247;1.1249;162
20190102 122800;1.1249;1.1251;1.1249;1.1249;192
20190102 122900;1.1249;1.1249;1.1247;1.1248;304
20190102 123000;1.1249;1.1251;1.1249;1.125;234
20190102 123100;1.125;1.1251;1.1247;1.1247;363
20190102 123200;1.1247;1.1248;1.1245;1.1246;382
20190102 123300;1.1246;1.1248;1.1246;1.1248;189
20190102 123400;1.1248;1.1248;1.1246;1.1246;171
20190102 123500;1.1246;1.1247;1.1246;1.1246;146
20190102 123600;1.1246;1.1248;1.1246;1.1248;186
20190102 123700;1.1248;1.1248;1.1247;1.1248;179
20190102 123800;1.1248;1.1248;1.1247;1.1248;140
20190102 123900;1.1248;1.1248;1.1247;1.1248;133
20190102 124000;1.1248;1.1248;1.1247;1.1247;143
20190102 124100;1.1248;1.1248;1.1247;1.1248;146
20190102 124200;1.1248;1.1248;1.1247;1.1247;210
20190102 124300;1.1247;1.1247;1.1245;1.1246;146
20190102 124400;1.1246;1.1246;1.1245;1.1246;81
20190102 124500;1.1246;1.1246;1.1245;1.1246;57
20190102 124600;1.1246;1.1246;1.1245;1.1245;77
20190102 124700;1.1245;1.1245;1.1245;1.1245;62
20190102 124800;1.1245;1.1246;1.1245;1.1245;109
20190102 124900;1.1245;1.1245;1.1245;1.1245;53
20190102 125000;1.1245;1.1245;1.1245;1.1245;68
20190102 125100;1.1245;1.1245;1.1245;1.1245;82
20190102 125200;1.1245;1.1245;1.1245;1.1245;103
20190102 125300;1.1245;1.1246;1.1245;1.1245;75
20190102 125400;1.1245;1.1246;1.1245;1.1246;50
20190102 125500;1.1246;1.1246;1.1244;1.1244;56
20190102 125600;1.1245;1.1245;1.1243;1.1244;116
20190102 125700;1.1244;1.1244;1.1244;1.1244;93
20190102 125800;1.1244;1.1244;1.1243;1.1243;129
20190102 125900;1.1243;1.1243;1.1242;1.1243;139
20190102 130000;1.1242;1.1243;1.1242;1.1242;195
20190102 130100;1.1242;1.1242;1.124;1.124;328
20190102 130200;1.124;1.1241;1.124;1.1241;205
20190102 130300;1.1241;1.1242;1.124;1.1241;119
20190102 130400;1.1241;1.1241;1.124;1.124;122
20190102 130500;1.124;1.1241;1.1239;1.1241;129
20190102 130600;1.1241;1.1242;1.124;1.124;126
20190102 130700;1.124;1.124;1.1239;1.1239;165
20190102 130800;1.1239;1.1239;1.1238;1.1238;194
20190102 130900;1.1238;1.1238;1.1237;1.1237;199
20190102 131000;1.1237;1.1237;1.1236;1.1237;176
20190102 131100;1.1237;1.1239;1.1237;1.1239;141
20190102 131200;1.1239;1.124;1.1238;1.124;191
20190102 131300;1.124;1.124;1.1237;1.1237;242
20190102 131400;1.1237;1.1238;1.1236;1.1237;255
20190102 131500;1.1236;1.1239;1.1236;1.1239;336
20190102 131600;1.1239;1.1239;1.1236;1.1237;377
20190102 131700;1.1237;1.1241;1.1237;1.1241;244
20190102 131800;1.1241;1.1242;1.124;1.1242;195
20190102 131900;1.1243;1.1243;1.1242;1.1243;294
20190102 132000;1.1243;1.1243;1.124;1.124;221
20190102 132100;1.124;1.1241;1.1239;1.124;387
20190102 132200;1.1239;1.124;1.1238;1.1239;301
20190102 132300;1.1239;1.124;1.1238;1.1238;230
20190102 132400;1.1238;1.1239;1.1236;1.1236;192
20190102 132500;1.1236;1.1236;1.1234;1.1234;287
20190102 132600;1.1233;1.1233;1.1231;1.1232;231
20190102 132700;1.1232;1.1233;1.1232;1.1232;335
20190102 132800;1.1232;1.1235;1.1231;1.1232;482
20190102 132900;1.1232;1.1234;1.1231;1.1233;442
20190102 133000;1.1234;1.1237;1.1233;1.1235;512
20190102 133100;1.1235;1.1236;1.1234;1.1236;440
20190102 133200;1.1236;1.1238;1.1235;1.1238;347
